,ID,Age,Age_bins,Education,Marital_Status,Income,Income_groups,Childrens,Dt_Customer,Wines,Fruits,Meat,Fish,Sweet,Gold,Spending,Discount_Purchases,Web_Purchases,Catelog_Purchases,In-Store_Purchases,Accepted_3rd_Campaign,Accepted_4th_Campaign,Accepted_5th_Campaign,Accepted_1st_Campaign,Accepted_2nd_Campaign,Complain,Last_Campaign_Response,Average_Response_Rate
37,10755,38,Middle Aged,Bachelors,In Couple,23718.0,Low Income,1,2013-09-02,6,3,14,15,7,36,81,3,3,1,2,0,0,0,0,0,0,0,0
38,8595,41,Middle Aged,Bachelors,Single,42429.0,Average Income,1,2014-02-11,55,0,6,2,0,4,67,2,1,1,3,0,0,0,0,0,0,0,0
39,2968,71,Senior,Masters,Single,48948.0,Average Income,0,2013-02-01,437,8,206,160,49,42,902,2,7,10,5,1,0,0,0,0,0,1,1
40,8601,34,Middle Aged,Bachelors,In Couple,80011.0,High Income,1,2013-04-29,421,76,536,82,178,102,1395,2,8,6,5,0,0,0,0,0,0,0,0
41,503,29,Young,Masters,In Couple,20559.0,Low Income,1,2013-03-12,13,1,29,3,0,7,53,2,2,0,3,0,0,0,0,0,0,0,0
42,8430,57,Middle Aged,Bachelors,In Couple,21994.0,Low Income,1,2012-12-24,9,0,6,3,1,3,22,1,0,0,3,0,0,0,0,0,0,0,0
43,7281,55,Middle Aged,Masters,Single,52247.25135379061,Average Income,0,2013-11-05,81,11,50,3,2,39,186,1,1,3,4,0,0,0,0,0,0,0,0
44,2139,39,Middle Aged,Masters,In Couple,7500.0,Low Income,1,2013-10-02,3,1,10,3,2,12,31,3,2,0,3,0,0,0,0,0,0,0,0
45,1371,38,Middle Aged,Bachelors,Single,79941.0,High Income,0,2014-06-28,123,164,266,227,30,174,984,1,2,4,9,0,0,0,0,0,0,0,0
46,9909,18,Young,Bachelors,In Couple,7500.0,Low Income,0,2012-11-09,3,18,14,15,22,50,122,3,3,1,3,0,0,0,0,0,0,1,0
47,7286,46,Middle Aged,Bachelors,In Couple,41728.0,Average Income,1,2013-05-24,13,6,15,3,5,13,55,1,2,0,2,0,0,0,0,0,0,0,0
48,7244,63,Senior,Bachelors,Single,52247.25135379061,Average Income,3,2014-01-01,48,5,48,6,10,7,124,3,2,1,4,0,0,0,0,0,0,0,0
49,6566,60,Middle Aged,Masters,In Couple,72550.0,High Income,2,2012-11-08,826,50,317,50,38,38,1319,9,5,2,12,0,0,0,0,0,0,0,0
50,8614,57,Middle Aged,Bachelors,Single,65486.0,High Income,1,2014-05-12,245,19,125,37,67,14,507,1,4,2,10,0,0,0,0,0,0,0,0
51,4114,50,Middle Aged,Masters,In Couple,79143.0,High Income,0,2012-08-11,650,37,780,27,167,32,1693,1,6,9,13,0,0,0,0,0,0,0,0
52,1331,37,Middle Aged,Bachelors,Single,35790.0,Average Income,1,2013-01-02,12,6,20,30,1,3,72,2,2,0,3,0,0,0,0,0,0,0,0
53,2225,37,Middle Aged,Bachelors,Single,82582.0,High Income,0,2014-06-07,510,120,550,156,40,241,1617,1,4,9,7,1,0,0,1,0,0,1,2
54,9381,36,Middle Aged,Bachelors,In Couple,66373.0,High Income,2,2013-06-12,328,9,124,12,24,109,606,7,4,2,10,0,0,0,0,0,0,0,0
55,6260,59,Middle Aged,Masters,In Couple,82384.0,High Income,0,2012-11-19,984,51,432,180,120,190,1957,1,3,10,13,0,0,1,0,0,0,1,1
56,10383,48,Middle Aged,Bachelors,Single,70287.0,High Income,0,2013-04-02,295,35,482,121,120,40,1093,1,5,5,10,0,0,0,0,0,0,1,0
57,7437,26,Young,Bachelors,Single,27938.0,Low Income,1,2014-04-28,13,0,8,2,1,5,29,1,1,0,4,0,0,0,0,0,0,0,0
58,8557,32,Middle Aged,Bachelors,Single,52247.25135379061,Average Income,1,2013-06-17,11,3,22,2,2,6,46,2,2,0,3,0,0,0,0,0,0,0,0
59,8375,46,Middle Aged,Masters,In Couple,55954.0,Average Income,1,2014-03-03,447,0,28,0,0,43,518,3,8,2,6,0,0,0,0,0,0,0,0
60,6853,32,Middle Aged,Masters,Single,75777.0,High Income,0,2013-07-04,712,26,538,69,13,80,1438,1,3,6,11,0,1,1,0,0,0,1,2
61,3076,39,Middle Aged,Bachelors,In Couple,66653.0,High Income,2,2012-09-07,452,18,102,16,18,6,612,4,4,2,12,0,0,0,0,0,0,0,0
62,1012,62,Senior,Bachelors,Single,61823.0,High Income,1,2013-02-18,523,7,134,37,14,169,884,4,8,2,10,0,0,0,0,0,0,0,0
63,6518,63,Senior,Masters,Single,67680.0,High Income,1,2013-06-11,546,0,48,0,6,6,606,1,7,3,8,0,0,0,0,0,0,0,0
64,4137,66,Senior,Bachelors,In Couple,70666.0,High Income,0,2013-12-06,398,40,367,119,122,30,1076,1,7,4,4,0,0,0,0,0,0,0,0
65,8082,43,Middle Aged,Bachelors,In Couple,25721.0,Low Income,1,2013-05-21,1,3,6,3,6,15,34,1,1,1,2,0,0,0,0,0,0,1,0
66,1386,47,Middle Aged,Bachelors,In Couple,32474.0,Average Income,2,2014-05-11,10,0,1,0,0,0,11,1,1,0,2,0,0,0,0,0,0,0,0
67,9369,35,Middle Aged,Bachelors,Single,88194.0,High Income,1,2014-03-19,688,14,309,201,24,38,1274,1,11,10,10,1,0,0,1,0,0,1,2
68,4477,56,Middle Aged,Bachelors,In Couple,69096.0,High Income,1,2013-09-27,247,49,159,7,82,109,653,1,5,2,10,0,0,0,0,0,0,0,0
69,1357,44,Middle Aged,Bachelors,In Couple,74854.0,High Income,3,2013-04-08,856,59,487,58,29,73,1562,7,2,5,5,0,0,0,0,0,0,0,0
70,1402,60,Middle Aged,Masters,In Couple,66991.0,High Income,0,2012-09-11,496,36,460,189,60,12,1253,3,4,8,6,0,0,0,0,0,0,0,0
71,10629,41,Middle Aged,Bachelors,In Couple,52247.25135379061,Average Income,1,2012-09-14,25,3,43,17,4,17,109,3,3,0,3,0,0,0,0,0,0,0,0
72,6312,55,Middle Aged,Bachelors,In Couple,65031.0,High Income,1,2013-03-17,258,107,291,84,37,86,863,4,10,3,13,0,0,0,0,0,0,0,0
73,8132,39,Middle Aged,Masters,In Couple,60631.0,High Income,2,2013-04-05,565,6,65,0,6,19,661,5,9,2,8,0,1,0,0,0,0,0,1
74,1050,62,Senior,Bachelors,In Couple,28332.0,Low Income,0,2014-04-30,14,10,13,4,15,9,65,1,2,1,4,0,0,0,0,0,0,0,0
75,5846,37,Middle Aged,Bachelors,Single,40246.0,Average Income,1,2012-12-19,2,1,6,2,1,1,13,1,1,0,2,0,0,0,0,0,0,0,0
76,1859,42,Middle Aged,Masters,In Couple,75251.0,High Income,0,2012-08-27,721,111,925,97,18,18,1890,1,7,6,5,0,0,0,0,0,0,1,0
77,7503,38,Middle Aged,Bachelors,Single,75825.0,High Income,0,2012-10-12,1032,105,779,137,105,51,2209,0,5,8,9,1,0,0,0,0,0,1,1
78,10401,38,Middle Aged,Bachelors,In Couple,26326.0,Low Income,0,2013-09-04,1,0,5,0,3,9,18,1,0,0,3,0,0,0,0,0,1,0,0
79,1618,49,Middle Aged,Bachelors,In Couple,56046.0,Average Income,0,2013-01-02,577,0,64,0,0,51,692,2,10,1,8,1,0,0,0,0,0,1,1
80,3332,29,Young,Bachelors,Single,29760.0,Low Income,1,2012-08-29,64,4,68,7,5,17,165,4,3,1,4,0,0,0,0,0,0,0,0
81,2261,45,Middle Aged,Bachelors,In Couple,26304.0,Low Income,1,2013-06-23,4,1,5,2,0,4,16,1,1,0,2,0,0,0,0,0,0,0,0
82,5346,41,Middle Aged,Bachelors,In Couple,23559.0,Low Income,1,2013-07-03,25,5,19,7,0,23,79,3,3,0,3,0,0,0,0,0,0,0,0
83,4119,51,Middle Aged,Masters,In Couple,38620.0,Average Income,0,2013-05-11,112,17,44,34,22,89,318,1,2,5,3,0,0,0,0,0,0,0,0
84,535,27,Young,Bachelors,Single,81361.0,High Income,0,2014-02-25,163,23,424,27,65,76,778,1,3,10,13,0,0,0,0,0,0,0,0
85,5268,54,Middle Aged,Bachelors,In Couple,29440.0,Low Income,2,2013-08-11,17,8,14,10,4,3,56,2,1,0,4,0,0,0,0,0,0,0,0
86,273,44,Middle Aged,Masters,In Couple,36138.0,Average Income,2,2013-07-16,130,0,16,0,0,5,151,5,3,1,4,0,1,0,0,0,0,0,1
87,4452,57,Middle Aged,Bachelors,Single,50388.0,Average Income,1,2014-05-28,292,6,37,0,3,34,372,4,6,1,6,0,1,0,1,0,0,1,2
88,8504,41,Middle Aged,Bachelors,In Couple,79593.0,High Income,0,2014-05-12,350,60,568,110,133,145,1366,1,5,6,7,0,0,1,0,0,0,0,1
89,771,47,Middle Aged,Bachelors,In Couple,54178.0,Average Income,1,2014-01-21,135,9,39,4,0,7,194,1,2,2,5,0,0,0,0,0,0,0,0
90,8996,57,Middle Aged,Masters,In Couple,52247.25135379061,Average Income,3,2012-11-19,230,42,192,49,37,53,603,12,7,2,8,0,0,0,0,0,0,0,0
91,9235,57,Middle Aged,Bachelors,Single,52247.25135379061,Average Income,2,2014-05-27,7,0,8,2,0,1,18,1,1,0,2,0,0,0,0,0,0,0,0
92,5798,41,Middle Aged,Masters,In Couple,52247.25135379061,Average Income,0,2013-11-23,445,37,359,98,28,18,985,1,2,4,8,0,0,0,0,0,0,0,0
93,11178,42,Middle Aged,Masters,Single,42394.0,Average Income,1,2014-03-23,15,2,10,0,1,4,32,1,1,0,3,0,0,0,0,0,0,0,0
94,2230,44,Middle Aged,Masters,In Couple,23626.0,Low Income,1,2014-05-24,27,2,14,0,0,0,43,3,3,1,3,0,0,0,0,0,0,0,0
95,7516,31,Middle Aged,Bachelors,In Couple,30096.0,Average Income,1,2014-05-22,5,3,11,12,5,9,45,1,2,0,3,0,0,0,0,0,0,0,0
96,7247,54,Middle Aged,Bachelors,Single,47916.0,Average Income,1,2012-11-22,505,0,26,0,0,75,606,5,7,4,6,0,1,0,0,0,0,0,1
97,11100,42,Middle Aged,Bachelors,Single,51813.0,Average Income,2,2013-04-11,51,2,7,0,1,2,63,2,2,0,3,0,0,0,0,0,0,0,0
98,4646,63,Senior,Bachelors,In Couple,78497.0,High Income,0,2013-12-01,207,26,447,75,0,223,978,1,5,7,12,0,0,0,1,0,0,0,1
99,3037,31,Middle Aged,Masters,In Couple,50150.0,Average Income,0,2013-06-20,135,46,92,65,61,11,410,2,5,2,7,0,0,0,0,0,0,0,0
100,1473,54,Middle Aged,Bachelors,Single,47823.0,Average Income,1,2013-07-23,53,1,5,2,1,10,72,2,2,0,3,0,0,0,0,0,0,0,0
101,1016,55,Middle Aged,Masters,Single,34554.0,Average Income,1,2014-03-30,41,1,6,2,0,5,55,2,2,0,3,0,0,0,0,0,0,0,0
102,4518,35,Middle Aged,Bachelors,In Couple,85693.0,High Income,1,2013-04-20,386,172,183,185,132,111,1169,2,9,5,11,0,0,0,0,0,0,0,0
103,9370,69,Senior,Masters,In Couple,65846.0,High Income,0,2013-05-17,562,81,276,80,40,81,1120,1,6,3,6,0,0,0,0,0,0,0,0
104,8908,55,Middle Aged,Bachelors,In Couple,87195.0,High Income,0,2014-05-08,217,76,690,50,26,38,1097,1,3,11,5,0,0,0,0,0,0,1,0
105,8373,35,Middle Aged,Undergraduate,In Couple,24594.0,Low Income,1,2013-12-10,1,3,6,10,0,9,29,1,1,0,3,0,0,0,0,0,0,0,0
106,7533,50,Middle Aged,Bachelors,In Couple,49096.0,Average Income,2,2013-09-24,144,1,32,2,1,7,187,4,4,1,4,0,0,0,0,0,0,0,0
107,2683,45,Middle Aged,Bachelors,In Couple,52413.0,Average Income,2,2013-02-02,295,106,271,75,98,65,910,4,6,4,12,0,0,0,0,0,0,0,0
108,3629,36,Middle Aged,Bachelors,Single,38557.0,Average Income,1,2012-12-19,76,3,31,4,4,27,145,2,3,1,3,0,0,0,0,0,0,0,0
109,10991,54,Middle Aged,Masters,In Couple,89058.0,High Income,0,2012-12-07,454,194,106,31,22,43,850,1,5,4,4,0,0,0,0,0,0,0,0
110,5077,35,Middle Aged,Bachelors,In Couple,77298.0,High Income,1,2013-11-02,425,115,292,23,35,79,969,1,6,6,11,0,0,0,0,0,0,0,0
111,7431,23,Young,Masters,Single,68126.0,High Income,0,2012-11-10,1332,17,311,23,51,86,1820,1,7,4,5,0,1,0,0,0,0,1,1
112,3267,51,Middle Aged,Masters,In Couple,57288.0,Average Income,1,2014-06-25,527,0,21,0,0,60,608,3,8,1,8,0,1,0,0,0,0,0,1
113,999,23,Young,Bachelors,Single,86037.0,High Income,0,2013-01-02,490,44,125,29,20,22,730,1,6,7,11,0,1,1,0,0,0,1,2
114,9215,34,Middle Aged,Masters,In Couple,43974.0,Average Income,1,2012-12-12,378,0,101,0,0,72,551,5,6,4,6,0,0,0,0,0,0,0,0
115,2286,52,Middle Aged,Bachelors,Single,50785.0,Average Income,2,2013-09-10,64,1,21,0,1,27,114,2,2,1,3,0,0,0,0,0,0,0,0
116,1592,44,Middle Aged,Bachelors,In Couple,90765.0,High Income,0,2014-01-24,547,99,812,151,82,33,1724,0,4,6,5,0,0,1,1,0,0,0,2
117,367,36,Middle Aged,Bachelors,In Couple,36550.0,Average Income,1,2013-02-19,47,90,94,123,103,120,577,5,9,1,5,0,0,0,0,0,0,0,0
118,5234,47,Middle Aged,Bachelors,In Couple,30753.0,Average Income,2,2013-07-11,12,5,25,0,9,30,81,2,1,1,3,0,0,0,0,0,0,0,0
119,9862,45,Middle Aged,Bachelors,In Couple,21918.0,Low Income,1,2013-11-14,1,6,7,11,5,3,33,2,2,0,3,0,0,0,0,0,0,0,0
120,9805,61,Senior,Masters,In Couple,56129.0,Average Income,1,2013-06-20,320,48,133,39,72,48,660,4,6,2,10,0,0,0,0,0,0,0,0
121,6205,47,Middle Aged,Masters,Single,32557.0,Average Income,1,2014-02-24,34,3,29,0,4,10,80,3,2,1,3,0,0,0,0,0,0,1,0
122,8442,29,Young,Masters,In Couple,19510.0,Low Income,2,2013-09-04,9,0,7,3,4,7,30,2,1,0,3,0,0,0,0,0,0,0,0
123,7386,38,Middle Aged,Bachelors,Single,30992.0,Average Income,1,2013-04-22,17,0,14,7,3,2,43,1,1,0,3,0,0,0,0,0,0,0,0
124,7215,31,Middle Aged,Bachelors,Single,101970.0,High Income,0,2013-03-12,722,27,102,44,72,168,1135,0,6,8,13,0,1,1,1,0,0,1,3
125,1491,49,Middle Aged,Bachelors,In Couple,71488.0,High Income,0,2013-02-18,162,33,124,40,28,172,559,2,3,4,7,0,0,0,0,0,0,0,0
126,11071,30,Young,Bachelors,Single,79607.0,High Income,0,2013-04-21,450,133,951,173,0,216,1923,1,3,6,6,0,0,0,0,0,0,1,0
127,3381,61,Senior,Masters,In Couple,54348.0,Average Income,2,2014-06-08,70,0,16,0,0,4,90,2,2,0,4,0,0,0,0,0,0,0,0
128,8268,53,Middle Aged,Masters,In Couple,52247.25135379061,Average Income,1,2013-07-11,352,0,27,10,0,15,404,3,6,1,7,0,0,0,0,0,0,0,0
129,11051,58,Middle Aged,Masters,In Couple,77376.0,High Income,2,2014-05-10,492,19,110,16,12,12,661,4,6,3,10,0,0,0,0,0,0,0,0
130,8026,62,Senior,Bachelors,In Couple,62998.0,High Income,1,2013-09-30,120,58,73,65,89,58,463,5,5,4,5,0,0,0,0,0,0,0,0
131,433,56,Middle Aged,Masters,Single,61331.0,High Income,2,2013-03-10,534,5,47,0,5,41,632,5,11,1,6,0,0,0,0,0,0,0,0
132,9597,45,Middle Aged,Bachelors,In Couple,73448.0,High Income,0,2014-02-10,236,106,189,23,41,130,725,1,7,2,9,0,0,0,0,0,0,0,0
133,1295,51,Middle Aged,Bachelors,In Couple,52247.25135379061,Average Income,1,2013-08-11,231,65,196,38,71,124,725,1,6,5,7,0,0,0,0,0,0,0,0
134,5290,50,Middle Aged,Masters,In Couple,41551.0,Average Income,2,2013-08-14,220,0,33,3,0,23,279,5,5,1,5,0,0,0,0,0,0,0,0
135,1685,47,Middle Aged,Masters,In Couple,62981.0,High Income,0,2013-03-17,796,14,590,38,44,0,1482,1,4,5,13,0,1,0,0,0,0,0,1
136,5342,38,Middle Aged,Undergraduate,Single,9548.0,Low Income,1,2012-08-08,0,1,3,10,6,9,29,2,1,0,3,0,0,0,0,0,0,0,0
137,9579,55,Middle Aged,Masters,In Couple,33762.0,Average Income,3,2013-07-07,53,1,34,2,0,16,106,3,2,2,2,0,0,0,0,0,0,0,0
138,7660,41,Middle Aged,Masters,Single,35860.0,Average Income,2,2014-05-19,15,0,8,4,2,20,49,2,1,1,2,1,0,0,0,0,0,1,1
139,1461,49,Middle Aged,Masters,Single,36921.0,Average Income,2,2013-07-28,17,1,12,3,1,4,38,2,2,0,3,0,0,0,0,0,0,0,0
140,821,22,Young,Masters,Single,92859.0,High Income,0,2012-10-19,962,61,921,52,61,20,2077,1,5,4,12,0,0,0,0,0,0,0,0
141,11084,38,Middle Aged,Masters,In Couple,65104.0,High Income,1,2013-11-14,738,0,232,13,20,50,1053,2,3,5,7,0,0,0,0,0,0,1,0
142,8690,52,Middle Aged,Bachelors,In Couple,86111.0,High Income,0,2013-04-19,399,28,756,36,40,126,1385,1,5,7,10,0,0,0,0,0,0,0,0
143,2937,40,Middle Aged,Masters,Single,68352.0,High Income,1,2013-08-28,614,16,132,43,33,33,871,3,8,5,9,0,0,0,0,0,0,0,0
144,9701,26,Young,Bachelors,In Couple,41883.0,Average Income,1,2013-03-19,32,34,41,73,16,116,312,3,4,2,3,0,0,0,0,0,0,0,0
145,9949,38,Middle Aged,Bachelors,In Couple,59809.0,Average Income,2,2012-10-18,598,16,141,32,41,49,877,3,3,3,6,0,0,0,0,0,0,0,0
146,10837,39,Middle Aged,Bachelors,In Couple,23957.0,Low Income,1,2012-10-28,2,1,18,20,11,16,68,1,2,0,3,0,0,0,0,0,0,1,0
147,3120,33,Middle Aged,Bachelors,In Couple,38547.0,Average Income,1,2013-08-28,6,1,10,0,1,4,22,1,1,0,2,0,0,0,0,0,1,0,0
148,5885,41,Middle Aged,Bachelors,In Couple,35688.0,Average Income,3,2012-08-22,73,3,90,12,1,32,211,7,4,1,4,0,0,0,0,0,0,0,0
149,4050,48,Middle Aged,Masters,In Couple,49605.0,Average Income,0,2014-06-21,42,16,29,12,20,8,127,1,2,1,4,0,0,0,0,0,0,0,0
150,3830,61,Senior,Masters,In Couple,59354.0,Average Income,2,2014-04-24,295,21,78,39,13,13,459,1,4,4,7,0,0,0,0,0,0,0,0
151,7987,45,Middle Aged,Bachelors,In Couple,65747.0,High Income,1,2014-03-07,346,17,48,23,13,13,460,4,8,1,6,0,1,0,0,0,0,0,1
152,7798,42,Middle Aged,Bachelors,In Couple,46344.0,Average Income,1,2012-12-14,233,20,57,8,20,91,429,4,7,1,5,0,0,0,0,0,0,0,0
153,92,26,Young,Bachelors,Single,34176.0,Average Income,1,2014-05-12,5,7,24,19,14,20,89,4,3,0,4,0,0,0,0,0,0,0,0
154,7055,62,Senior,Masters,In Couple,61010.0,High Income,1,2012-10-09,888,0,57,0,0,76,1021,2,8,5,11,0,0,0,0,0,0,0,0
155,10240,65,Senior,Bachelors,In Couple,69372.0,High Income,0,2013-02-19,997,26,269,34,13,42,1381,1,10,4,6,0,1,1,0,0,0,1,2
156,3025,56,Middle Aged,Bachelors,Single,49967.0,Average Income,1,2013-07-08,212,6,69,4,12,3,306,3,6,1,5,0,0,0,0,0,0,0,0
157,9283,36,Middle Aged,Bachelors,Single,60199.0,High Income,3,2013-09-12,8,1,7,2,0,0,18,1,0,0,3,0,0,0,0,0,0,0,0
158,9970,37,Middle Aged,Bachelors,In Couple,55375.0,Average Income,1,2013-10-17,42,11,57,10,28,14,162,1,1,1,6,0,0,0,0,0,0,0,0
159,2730,59,Middle Aged,Bachelors,Single,80317.0,High Income,0,2013-08-20,536,11,387,149,91,57,1231,1,3,4,10,0,0,0,0,0,0,0,0
160,2795,56,Middle Aged,Masters,Single,30523.0,Average Income,3,2013-07-01,5,0,3,0,0,5,13,1,1,0,2,0,0,0,0,0,0,0,0
161,9260,69,Senior,Masters,In Couple,70356.0,High Income,0,2012-11-05,1349,16,249,43,16,33,1706,2,10,6,9,0,0,0,0,0,0,0,0
162,8182,30,Young,Bachelors,In Couple,23228.0,Low Income,1,2014-01-05,53,3,49,7,4,5,121,4,3,0,4,0,0,0,0,0,0,0,0
163,10095,39,Middle Aged,Masters,Single,74165.0,High Income,0,2013-05-01,1001,12,240,16,12,12,1293,1,5,4,10,0,0,0,0,0,0,0,0
164,8475,41,Middle Aged,Masters,In Couple,157243.0,High Income,1,2014-03-01,20,2,1582,1,2,1,1608,15,0,22,0,0,0,0,0,0,0,0,0
165,4370,48,Middle Aged,Bachelors,In Couple,43482.0,Average Income,3,2013-11-13,18,1,32,6,3,28,88,3,2,0,4,0,0,0,0,0,0,0,0
166,10573,61,Senior,Bachelors,Single,62551.0,High Income,0,2013-11-18,125,16,98,134,21,27,421,1,6,7,4,1,0,0,0,0,0,0,1
167,3712,55,Middle Aged,Bachelors,Single,52332.0,Average Income,0,2013-08-28,212,5,33,7,0,2,259,1,3,2,6,0,1,0,0,0,0,0,1
168,6637,26,Young,Bachelors,Single,66951.0,High Income,0,2013-11-02,277,162,305,173,76,124,1117,1,3,4,7,0,0,0,0,0,0,0,0
169,3152,57,Middle Aged,Bachelors,In Couple,26091.0,Low Income,2,2014-02-25,15,10,19,8,17,20,89,3,2,1,3,0,0,0,0,0,0,0,0
